Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_144.txt,My member ID is MEM123456. 0010,Neutral,Follow-up Needed,1
transcript_52.txt,"Thank you, you too! Bye!",Positive,Issue Resolved,2
transcript_3.txt,"But thats not what my policy says! Im looking at it right now, and it says I shouldnt have to pay more than 20 for that type of service.",Negative,Follow-up Needed,0
transcript_1.txt,"The claim number is CLM789012, and the date of service was February 10th.",Neutral,Follow-up Needed,1
transcript_5.txt,Thank you.,Positive,Issue Resolved,2
transcript_83.txt,"Im available anytime next week, preferably on a Tuesday or Wednesday.",Neutral,Issue Resolved,1
transcript_106.txt,"No, thats all. Thanks again for your help!",Positive,Issue Resolved,2
transcript_108.txt,interrupting Unbelievable. How long is this going to take?,Negative,Follow-up Needed,0
transcript_69.txt,"Yeah, Ive tried that already. My username is jsmith123 and my password is... pauses for security reasons.",Neutral,Follow-up Needed,1
transcript_108.txt,angrily What do you mean? Ive already given you all the information you need. This is ridiculous.,Negative,Follow-up Needed,0
transcript_44.txt,"Its not loading correctly. When I try to log in, it just takes me back to the login page without giving me any errors.",Negative,Follow-up Needed,0
transcript_47.txt,"No, I think thats all.",Neutral,Issue Resolved,1
transcript_84.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_181.txt,"Hi, Im so sorry to call back. I just realized I have a conflict on Wednesday. Can I reschedule for Thursday instead?",Negative,Issue Resolved,0
transcript_192.txt,"Hi, Im calling about a denied claim I received. My name is Emily Wilson and my member ID is MEM654321.",Neutral,Issue Resolved,1
transcript_73.txt,"Yes, I switched policies about two months ago. I specifically chose the new policy because it covers the service that was denied.",Neutral,Issue Resolved,1
transcript_170.txt,"Yes, thats correct.",Positive,Issue Resolved,2
transcript_177.txt,"Will do, thank you again for your assistance. Is there anything else I need to do on my end?",Positive,Issue Resolved,2
transcript_66.txt,I need a knee replacement surgery due to arthritis. My doctor has scheduled it for next Thursday.,Negative,Issue Resolved,0
transcript_44.txt,"Okay, Ill try that. pause Okay, Ive cleared the cache and cookies, but its still not working.",Negative,Follow-up Needed,0
transcript_43.txt,"Okay, that sounds good. How long do you think this will take?",Positive,Issue Resolved,2
transcript_195.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_57.txt,Bye.,Neutral,Issue Resolved,1
transcript_167.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM234567.",Neutral,Follow-up Needed,1
transcript_119.txt,"Well, Im not getting any error message. It just doesnt seem to be accepting my login credentials. Ive tried multiple times, but it keeps saying that my username or password is incorrect.",Negative,Follow-up Needed,0
transcript_6.txt,"Hi, Im calling to get a case preauthorized for a procedure I need to have done. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_178.txt,"That sounds great, actually. Can you tell me a bit more about Dr. Smith?",Positive,Issue Resolved,2
transcript_112.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_46.txt,"Okay, Ive done that.",Neutral,Follow-up Needed,1
transcript_147.txt,"Hi, Im having trouble registering and logging in to my online service account. Can you help me?",Negative,Issue Resolved,0
transcript_33.txt,"I switched to the new policy on January 1st, and I had a knee replacement surgery on January 15th.",Neutral,Issue Resolved,1
transcript_87.txt,Thats frustrating. Can you help me get this resolved?,Negative,Issue Resolved,0
transcript_23.txt,"Hi, Im calling about a claim that was denied. I received a letter saying it was because my policy doesnt cover the service, but I had switched to a new policy that does cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_117.txt,"Thats great, thank you. Can you tell me a bit more about Dr. Smith and Dr. Johnson?",Positive,Issue Resolved,2
transcript_136.txt,"Okay, that sounds good.",Positive,Issue Resolved,2
transcript_85.txt,"frustrated Look, can you just tell me whos available next Monday and let me decide?",Negative,Follow-up Needed,0
transcript_108.txt,angrily What do you mean? Ive already given you all the information you need. This is ridiculous.,Negative,Follow-up Needed,0
transcript_167.txt,"Unbelievable. Fine, take my number. But this is not resolved.",Negative,Follow-up Needed,0
transcript_183.txt,I hope so. This has been a huge hassle and I just want to get this taken care of.,Negative,Follow-up Needed,0
transcript_192.txt,"Alright, that sounds good. But can you confirm that the service will be covered under my new policy?",Positive,Issue Resolved,2
transcript_196.txt,"Hmm, I think Im leaning towards Dr. Smith. But before I schedule, can you tell me if there are any additional fees for seeing a specialist?",Neutral,Issue Resolved,1
transcript_96.txt,"Thats incorrect. I recently switched to a new policy, and Im certain that physical therapy sessions are covered.",Neutral,Issue Resolved,1
transcript_177.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_130.txt,"That sounds great, thank you so much for your help. I appreciate it.",Positive,Issue Resolved,2
transcript_17.txt,"Okay, Ive tried that, but its still not working.",Negative,Follow-up Needed,0
transcript_60.txt,"Okay, that makes sense. What can be done to resolve this?",Neutral,Issue Resolved,1
transcript_102.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_75.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_70.txt,"Hello, Im having trouble logging in to my online service account. Im getting an error message that says my username and password are incorrect. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_111.txt,"Yeah, my policy is the silver plan, and the visit was on January 10th.",Neutral,Follow-up Needed,1
transcript_108.txt,"frustrated Fine. Yes, Ive had a few surgeries in the past, okay? And I have some preexisting conditions. Can we move on now?",Neutral,Follow-up Needed,1
transcript_148.txt,"No, thats all. Thank you for your help.",Positive,Issue Resolved,2
transcript_85.txt,"frustrated Look, can you just tell me whos available next Monday and let me decide?",Negative,Follow-up Needed,0
transcript_67.txt,"Well, I go to the website and click on the login button, but it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_1.txt,"Hi, Im calling about a denied claim I received for my recent medical service. I was told that my policy doesnt cover it, but Im certain it should be covered under my new policy. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_187.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_157.txt,"No, I think thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_67.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_186.txt,"You too, thank you!",Positive,Issue Resolved,2
transcript_42.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_8.txt,"Hi, Im calling about my recent bill for the doctors visit. I was charged a copay of 50, but Im pretty sure my policy says its supposed to be 20.",Neutral,Issue Resolved,1
transcript_129.txt,It says Invalid username or password. But Im positive Im entering the correct information.,Neutral,Follow-up Needed,1
transcript_167.txt,"No, thats all.",Neutral,Follow-up Needed,1
transcript_138.txt,"My date of birth is March 12, 1985, and Im looking to get a knee replacement surgery.",Neutral,Issue Resolved,1
transcript_69.txt,Im getting an error message that says my username and password are incorrect. But Im sure Im using the right credentials.,Negative,Follow-up Needed,0
transcript_146.txt,"Hi, Im calling about a denied claim. My claim for the recent medical service was denied because the policy doesnt cover it. But I had switched to a new policy which should cover it.",Negative,Issue Resolved,0
transcript_1.txt,Thats frustrating. How can we get this resolved?,Negative,Follow-up Needed,0
transcript_94.txt,"Great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_54.txt,"Hi, Im calling to get a case preauthorized. My name is Emily Wilson and my member ID is MEM456123.",Neutral,Issue Resolved,1
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_77.txt,Okay... pause It says my email address is not recognized.,Negative,Follow-up Needed,0
transcript_98.txt,"Okay, that makes sense. But what can we do about the claim now?",Neutral,Issue Resolved,1
transcript_22.txt,"Okay, that sounds reasonable. And will I need to do anything on my end?",Neutral,Issue Resolved,1
transcript_184.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_158.txt,Thats what I thought. But I was charged 50. Can you help me get that corrected?,Neutral,Issue Resolved,1
transcript_171.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_101.txt,That sounds great. I think Id like to schedule with Dr. Johnson at 200 PM.,Positive,Issue Resolved,2
transcript_43.txt,"That makes sense, I guess. So, what can be done to resolve this?",Neutral,Issue Resolved,1
transcript_102.txt,"I havent set up a password yet, Im trying to register. But Ive tried multiple times and it still says my member ID is invalid.",Negative,Follow-up Needed,0
transcript_117.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_185.txt,"Hi, Im calling to get a case preauthorized. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_196.txt,I need to see a cardiologist and I was thinking maybe next Wednesday or Thursday?,Neutral,Issue Resolved,1
transcript_17.txt,"Hi, Im trying to register and log in to my online service account, but Im having some issues. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_196.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_88.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_192.txt,"Okay, that sounds good. How long will it take to get this updated?",Positive,Issue Resolved,2
transcript_73.txt,"Okay, that sounds great. How long will it take to resolve this?",Positive,Issue Resolved,2
transcript_133.txt,"Oh, I see. So, what can be done to fix this?",Negative,Issue Resolved,0
transcript_178.txt,"I was thinking maybe sometime next week? Im pretty flexible, but Id prefer a morning appointment if possible.",Neutral,Issue Resolved,1
transcript_160.txt,"Hi, Im calling about a claim that was denied. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Follow-up Needed,1
transcript_138.txt,"Okay, great. Thank you so much for your help.",Positive,Issue Resolved,2
transcript_145.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM456789.",Negative,Issue Resolved,0
transcript_193.txt,That explains a lot. What can be done to rectify this situation?,Negative,Issue Resolved,0
transcript_107.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_64.txt,"Sure, Ill hold.",Positive,Issue Resolved,2
transcript_169.txt,"Hi, Im calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_62.txt,"Hi, Im calling about a denied claim I received. My member ID is MEM123456. I was told that the service I received wasnt covered under my policy, but Im pretty sure it should be covered.",Negative,Issue Resolved,0
transcript_133.txt,"That sounds great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_196.txt,"Okay, sure.",Neutral,Issue Resolved,1
transcript_106.txt,"Hello, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_116.txt,"I have a Gold plan, and according to my policy documents, the copay for a doctors visit is supposed to be 20.",Neutral,Issue Resolved,1
transcript_105.txt,Thats unacceptable. I switched policies over a month ago. How could this not be updated in your system yet?,Negative,Follow-up Needed,0
transcript_182.txt,Im looking to see a cardiologist. Ive been experiencing some chest pain and my primary care physician recommended I see a specialist.,Neutral,Issue Resolved,1
transcript_108.txt,"sighs Look, can we just get to the point? I need to get this preauthorization done so I can schedule the surgery. Can you just tell me if its going to be covered or not?",Neutral,Follow-up Needed,1
transcript_19.txt,You too.,Neutral,Issue Resolved,1
transcript_30.txt,frustrated A few days? Thats not acceptable. I need this resolved now.,Negative,Follow-up Needed,0
transcript_63.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM654321.",Negative,Follow-up Needed,0
transcript_83.txt,I think Id like to see Dr. Smith on Tuesday at 2 PM.,Neutral,Issue Resolved,1
transcript_58.txt,Im scheduled to have a knee replacement surgery next month and I need to get preauthorization for it.,Neutral,Issue Resolved,1
transcript_16.txt,"Hi, Im calling about my online service account. Im having some trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_37.txt,Thats frustrating. Can you update the system and reprocess the claim?,Negative,Issue Resolved,0
transcript_185.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_133.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_113.txt,"Great, just great. Thanks for nothing.",Positive,Follow-up Needed,2
transcript_30.txt,frustrated A few days? Thats not acceptable. I need this resolved now.,Negative,Follow-up Needed,0
transcript_7.txt,"Im not sure, I just know I need to see someone about my knee pain.",Negative,Issue Resolved,0
transcript_26.txt,"Okay... pause Yes, Im in! Thank you so much for your help.",Positive,Issue Resolved,2
transcript_153.txt,"Great, thank you so much! Whats the preauthorization number?",Positive,Issue Resolved,2
transcript_162.txt,"Im not getting any error message, but when I try to register, it says my account already exists, and when I try to log in, it says my credentials are incorrect.",Negative,Follow-up Needed,0
transcript_197.txt,"Sure, go ahead.",Neutral,Issue Resolved,1
transcript_11.txt,"Yes, I have access to my email.",Neutral,Follow-up Needed,1
transcript_70.txt,"sighs Fine. pause Okay, its working now. But this has been a huge waste of my time.",Negative,Follow-up Needed,0
transcript_70.txt,Its jsmithemail.com. But Ive already tried using the forgot password option and its not sending me a reset link.,Negative,Follow-up Needed,0
transcript_92.txt,Wonderful! I appreciate your help with this. Can you also confirm that my policy still has the 0 copay for that service?,Positive,Issue Resolved,2
transcript_10.txt,That sounds perfect. Go ahead and schedule the appointment for Wednesday at 2 PM.,Positive,Issue Resolved,2
transcript_72.txt,"That sounds great, thank you. Yes, please go ahead and schedule it for Wednesday at 2 PM.",Positive,Issue Resolved,2
transcript_86.txt,"Sure, Ill hold.",Positive,Issue Resolved,2
transcript_117.txt,I think Id like to schedule with Dr. Johnson on Thursday at 10 AM.,Neutral,Issue Resolved,1
transcript_94.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_151.txt,"Okay, that sounds good. I just want to make sure everything is taken care of before I go in for the procedure.",Positive,Issue Resolved,2
transcript_109.txt,"Okay, let me try that. pause Okay, Ive tried logging in with Mozilla Firefox, but Im still having the same issue.",Neutral,Follow-up Needed,1
transcript_32.txt,"Okay, I guess thats all I can ask for. Thank you for your help.",Positive,Follow-up Needed,2
transcript_24.txt,That sounds great. I think Id like to schedule an appointment with Dr. Johnson for tomorrow at 3 PM.,Positive,Issue Resolved,2
transcript_42.txt,"Okay, thanks.",Positive,Issue Resolved,2
transcript_177.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_18.txt,"Okay, let me try... pause Yes, Im in! Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_56.txt,"Hi, Im back on the line again. I just wanted to check on the status of my preauthorization request.",Neutral,Issue Resolved,1
transcript_160.txt,skeptical Okay... And how long is this going to take?,Neutral,Follow-up Needed,1
transcript_198.txt,"Hi, Im calling about my recent visit to the doctors office. I was charged a copay of 50, but I thought my policy had a 20 copay for that service.",Neutral,Issue Resolved,1
transcript_100.txt,"Hi, Im calling about a denied claim I received for a recent medical service. I believe it was denied in error.",Negative,Issue Resolved,0
transcript_153.txt,My doctors name is Dr. Smith and the procedure will be performed at Mercy Hospital.,Neutral,Issue Resolved,1
transcript_189.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_119.txt,"Okay... pause Yeah, Im in now. But Im having trouble registering for the service. Its not accepting my registration information.",Negative,Follow-up Needed,0
transcript_44.txt,"pause Ive checked my spam folder, and its not there either.",Negative,Follow-up Needed,0
transcript_69.txt,"Okay, let me try... pause Yeah, its still not working.",Negative,Follow-up Needed,0
transcript_80.txt,Its MEM123456.,Neutral,Follow-up Needed,1
transcript_77.txt,Its johndoeexample.com.,Neutral,Follow-up Needed,1
transcript_181.txt,"Hi, Im so sorry to call back. I just realized I have a conflict on Wednesday. Can I reschedule for Thursday instead?",Negative,Issue Resolved,0
transcript_103.txt,"Hi, Im calling about a claim that was denied. The reason given was that my policy doesnt cover the service, but Im certain it should be covered. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_146.txt,"Hi, Im calling about a denied claim. My claim for the recent medical service was denied because the policy doesnt cover it. But I had switched to a new policy which should cover it.",Negative,Issue Resolved,0
transcript_136.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_191.txt,"Okay, thats fine. Thank you.",Positive,Issue Resolved,2
transcript_93.txt,Im looking for a dermatologist. Id like to schedule it for next Wednesday or Thursday. Im available anytime between 9 am and 3 pm.,Neutral,Issue Resolved,1
transcript_5.txt,"My date of birth is March 12, 1985, and Im scheduled to have a hysterectomy on March 20th.",Neutral,Issue Resolved,1
transcript_39.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_42.txt,"Okay, got it. But Im not sure if Im going to be able to make it. Can I cancel or reschedule if needed?",Negative,Issue Resolved,0
transcript_77.txt,"No, thats all. Thanks.",Neutral,Follow-up Needed,1
transcript_3.txt,"Thats ridiculous! I know what my policy says, and Im not paying 50 for something I shouldnt have to. Can I speak to a supervisor?",Negative,Follow-up Needed,0
transcript_97.txt,"Hi, Im having trouble registering and logging in to my online service account. Im trying to access my account but its not working. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_100.txt,"Great, thank you. Ill wait for the claims team to assist me.",Positive,Issue Resolved,2
transcript_175.txt,"Okay, I think I did that correctly this time. But now Im getting a different error message. It says account locked due to excessive login attempts.",Negative,Follow-up Needed,0
transcript_184.txt,"Okay, that sounds fine. Can you keep me updated on the status?",Positive,Issue Resolved,2
transcript_77.txt,"Hello, Im having trouble registering and logging in to my online service account. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_199.txt,"Alright, that sounds great. Thank you for your help in resolving this issue.",Positive,Issue Resolved,2
transcript_183.txt,Unbelievable. How could this happen? I specifically called to confirm the coverage before I switched policies.,Negative,Follow-up Needed,0
transcript_191.txt,"It was on January 10th, and it was for physical therapy. Ive had this service covered before, but I recently switched to a new policy. I thought this new policy would cover it.",Neutral,Issue Resolved,1
transcript_54.txt,I need to have an MRI scan done for my knee. Ive been experiencing some pain and my doctor recommends I get it checked out.,Negative,Issue Resolved,0
transcript_89.txt,"Let me check with my doctors office real quick. pause Okay, the diagnosis code is 715.16, and the CPT code is 27447.",Neutral,Issue Resolved,1
transcript_181.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_65.txt,That sounds great. Thank you for your help.,Positive,Issue Resolved,2
transcript_23.txt,"Hi, Im calling about a claim that was denied. I received a letter saying it was because my policy doesnt cover the service, but I had switched to a new policy that does cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_125.txt,"Ah, yeah! I had forgotten about that. Let me check my email real quick. pause Okay, Ive got the code. But how do I enter it?",Neutral,Follow-up Needed,1
transcript_67.txt,"Well, I go to the website and click on the login button, but it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_89.txt,"Hi, Im calling to request a preauthorization for a medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_131.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_172.txt,"Hi, Im calling to get a case preauthorized for a medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_35.txt,"Okay, Im on the page now.",Neutral,Issue Resolved,1
transcript_55.txt,"Okay, that sounds great. How long will that take?",Positive,Issue Resolved,2
transcript_128.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_185.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_138.txt,"Sure, go ahead.",Neutral,Issue Resolved,1
transcript_113.txt,"But thats not correct. I specifically made an appointment with Dr. Smith as my primary care physician. And even if it was a specialist visit, my policy says I shouldnt pay more than 30.",Negative,Follow-up Needed,0
transcript_109.txt,"No, thats all. Thank you again for your help.",Positive,Follow-up Needed,2
transcript_181.txt,"Great, thank you so much! I really appreciate your help.",Positive,Issue Resolved,2
transcript_1.txt,"I switched policies on January 1st. I was told that the new policy would cover the service I received, but the denial letter says its not covered.",Negative,Follow-up Needed,0
transcript_183.txt,"Hi, Im calling about a denied claim I received for my recent medical service. I dont understand why it was denied when Ive been paying my premiums on time.",Negative,Follow-up Needed,0
transcript_103.txt,"Okay, got it. ISS001234. Thank you for your help.",Positive,Issue Resolved,2
transcript_116.txt,"That sounds great, thank you so much for your help! I appreciate it.",Positive,Issue Resolved,2
transcript_25.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_151.txt,"Okay, that sounds good. Is there anything else I need to do in the meantime?",Positive,Issue Resolved,2
transcript_119.txt,Sure.,Neutral,Follow-up Needed,1
transcript_54.txt,I need to have an MRI scan done for my knee. Ive been experiencing some pain and my doctor recommends I get it checked out.,Negative,Issue Resolved,0
transcript_189.txt,"Sure, Ill hold.",Positive,Follow-up Needed,2
transcript_188.txt,"Hi, Im calling about my recent visit to the doctor. I was charged a copay of 50, but Im certain my policy says I shouldnt have to pay anything for that service.",Negative,Issue Resolved,0
transcript_165.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_188.txt,"Thats great, thank you so much! I appreciate your help.",Positive,Issue Resolved,2
transcript_159.txt,"Okay, great. Thank you for your help.",Positive,Issue Resolved,2
transcript_33.txt,"Hi, Im calling about a claim that was denied. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_148.txt,"Thats what I thought. So, what happens next?",Neutral,Issue Resolved,1
transcript_145.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM456789.",Negative,Issue Resolved,0
transcript_15.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_69.txt,"Yeah, that sounds great. Thank you so much for your help.",Positive,Follow-up Needed,2
transcript_105.txt,Thats unacceptable. I switched policies over a month ago. How could this not be updated in your system yet?,Negative,Follow-up Needed,0
transcript_180.txt,Okay... its still not working.,Negative,Issue Resolved,0
transcript_152.txt,Okay...I just want to get this resolved as soon as possible.,Neutral,Follow-up Needed,1
transcript_169.txt,"Great, thank you so much for your help. I appreciate it.",Positive,Issue Resolved,2
transcript_121.txt,What kind of information do you need?,Neutral,Issue Resolved,1
transcript_144.txt,"Okay, sure. 0130",Neutral,Follow-up Needed,1
transcript_153.txt,"Thank you, you too! Bye!",Positive,Issue Resolved,2
transcript_63.txt,"Im not getting any error message. When I try to register, it just keeps saying that my account is already created, but when I try to log in, it says that my username or password is incorrect.",Negative,Follow-up Needed,0
transcript_97.txt,"Im not seeing an error message, it just says my username and password are incorrect. But Im positive Im entering the correct information.",Neutral,Issue Resolved,1
transcript_129.txt,hangs up,Neutral,Follow-up Needed,1
transcript_171.txt,"My doctor says I need to have the surgery to alleviate the pain and discomfort Ive been experiencing in my knee. Ive tried physical therapy and other treatments, but nothing seems to be working.",Negative,Issue Resolved,0
transcript_175.txt,"Okay, I just tried that, and Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_67.txt,"Well, I go to the website and click on the login button, but it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_108.txt,interrupting Unbelievable. How long is this going to take?,Negative,Follow-up Needed,0
transcript_111.txt,"still upset Fine. Thank you, I guess.",Negative,Follow-up Needed,0
transcript_172.txt,"Okay, got it. And whats the next step in the process?",Neutral,Issue Resolved,1
transcript_175.txt,"Okay, I just tried that, and Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_170.txt,"Hi, Im calling about my recent copay charge. I was charged 50 for a doctors visit, but Im pretty sure I shouldnt have been charged that much.",Negative,Issue Resolved,0
transcript_73.txt,"Yeah, its CLM789012. Im really surprised it was denied because I know my new policy covers this service.",Negative,Issue Resolved,0
transcript_63.txt,"Okay... but Im not sure what my username is. Ive been trying to log in with my member ID, but its not working.",Negative,Follow-up Needed,0
transcript_3.txt,"Thats ridiculous! I know what my policy says, and Im not paying 50 for something I shouldnt have to. Can I speak to a supervisor?",Negative,Follow-up Needed,0
transcript_101.txt,I need to see a cardiologist. Id like to schedule it for next Wednesday or Thursday.,Neutral,Issue Resolved,1
transcript_103.txt,"So, my new policy does cover the service, but because its not in the system, the claim was denied?",Negative,Issue Resolved,0
transcript_116.txt,"The visit was on February 10th, and the doctors name is Dr. Smith.",Neutral,Issue Resolved,1
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_58.txt,"Great, thank you again for your help!",Positive,Issue Resolved,2
transcript_143.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but I thought it was supposed to be 20 or maybe even free. Can you help me figure out whats going on?",Negative,Issue Resolved,0
transcript_26.txt,"Im not getting an error message, but when I try to log in, it just says invalid credentials even though Im entering the right username and password.",Negative,Issue Resolved,0
transcript_57.txt,You too.,Neutral,Issue Resolved,1
transcript_98.txt,That sounds great. How long will it take for them to review it?,Positive,Issue Resolved,2
transcript_3.txt,Thats not good enough. I want this resolved now. Can you just waive the extra 30?,Negative,Follow-up Needed,0
transcript_13.txt,irritated Why wasnt it activated in the first place? Ive been trying to get this working for hours.,Negative,Follow-up Needed,0
transcript_109.txt,"Okay, Ill try that. pause Yes, that worked! Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_7.txt,"Im not sure, I just know I need to see someone about my knee pain.",Negative,Issue Resolved,0
transcript_116.txt,"Hi, Im calling about my recent bill for a doctors visit. I was charged a 50 copay, but I thought it was supposed to be only 20 according to my policy.",Neutral,Issue Resolved,1
transcript_30.txt,"Hi, Im calling about a claim that was denied. My member ID is MEM123456. Im very frustrated because I was told that the policy doesnt cover the service, but I recently switched policies and the new one should cover it.",Negative,Follow-up Needed,0
transcript_126.txt,That sounds great. Can you tell me a bit more about both doctors?,Positive,Issue Resolved,2
transcript_49.txt,"The procedure code is 99213 and the date of service is scheduled for next Monday, March 21st.",Neutral,Issue Resolved,1
transcript_192.txt,"Its 202301001. I received a denial letter stating that the service is not covered under my policy, but I had actually switched to a new policy that covers this service.",Negative,Issue Resolved,0
transcript_70.txt,"Hello, Im having trouble logging in to my online service account. Im getting an error message that says my username and password are incorrect. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_22.txt,"Thats what I thought. So, what can be done to correct this and get the claim approved?",Neutral,Issue Resolved,1
transcript_121.txt,"Okay, I understand. Can I check on the status of my preauthorization request while its being processed?",Neutral,Issue Resolved,1
transcript_48.txt,"My date of birth is March 12, 1985, and I need preauthorization for a knee surgery.",Neutral,Issue Resolved,1
transcript_128.txt,"Okay, that sounds good. How long will it take to update the policy and reprocess the claim?",Positive,Issue Resolved,2
transcript_115.txt,That makes sense. I did switch policies recently. Can you please update the system and reprocess the claim?,Neutral,Issue Resolved,1
transcript_176.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_4.txt,"No, thats all. Thank you for your help!",Positive,Issue Resolved,2
transcript_133.txt,It was effective as of January 1st.,Neutral,Issue Resolved,1
transcript_2.txt,"Okay, that sounds good. How long will it take to resolve this?",Positive,Issue Resolved,2
transcript_124.txt,"Okay, got it. And whats the parking situation like?",Neutral,Issue Resolved,1
transcript_46.txt,"Well, Ive tried to register a few times, but it keeps telling me that my email address is already in use. Im not sure what to do.",Negative,Follow-up Needed,0
transcript_66.txt,What kind of information do you need?,Neutral,Issue Resolved,1
transcript_134.txt,"Okay... pause Nope, still not working.",Negative,Follow-up Needed,0
transcript_79.txt,"Okay... pause Yeah, Im still getting the error message that my password is incorrect.",Negative,Follow-up Needed,0
transcript_25.txt,Thank you. Bye.,Positive,Issue Resolved,2
transcript_42.txt,"Hmm, Im not sure. Can you tell me a bit more about Dr. Smith?",Neutral,Issue Resolved,1
transcript_92.txt,"Thats great, thank you so much! How long will it take to correct this?",Positive,Issue Resolved,2
transcript_2.txt,Its MEM456789.,Neutral,Issue Resolved,1
transcript_78.txt,Bye!,Neutral,Issue Resolved,1
