Customer Statement,Sentiment_actual
"Hi, I'm having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Hi, I'm calling about a claim that was denied. I received a letter saying that my policy doesn't cover the service, but I'm pretty sure it should be covered. My member ID is MEM123456.",Negative
That's frustrating. Can you tell me how much the deductible is and how much the procedure will cost?,Negative
"Thank you, you too!",Positive
"No, that's all. Thank you again for your help.",Negative
It was on February 10th.,Negative
"Okay, that sounds good. How much is the deductible and how much will I need to pay out of pocket?",Neutral
Finally. Thank you. How long will it take to process the payment?,Positive
"No, that's all. Thank you again!",Negative
(sighs) Fine.,Positive
"No, that's all. Thanks again.",Negative
That sounds great. But I was really hoping to see a female doctor.,Neutral
"Okay, that sounds great. Thank you so much for your help so far!",Positive
"Oh, great! Thank you so much for your help. I really appreciate it. (02:10)",Positive
"That's what the letter said, but I had switched to a new policy before I received the service, and I'm certain it's covered under the new policy.",Neutral
Bye!,Positive
"(pauses) Yeah, I'm still holding.",Positive
"That makes sense, but why wasn't my policy updated in the system?",Neutral
"Okay, sounds good. But what about preventing this from happening in the future? I don't want to have to call every time I receive a bill.",Neutral
The visit was on January 10th and the doctor's name is Dr. Smith.,Negative
"You too, thank you!",Positive
It's jsmith@email.com.,Positive
Thank you again. I'll wait to hear back from the claims team.,Positive
"It was on January 10th, and the doctor's office was Smith Family Medicine.",Negative
My member ID is MEM123456.,Positive
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"It just says ""Invalid username or password"" every time I try to log in. I've tried resetting my password multiple times, but it doesn't seem to be working.",Negative
But I'm looking at my policy documents right now and it says that I shouldn't have to pay anything for a follow-up visit.,Neutral
(on hold for 2 minutes),Negative
"Okay, sure.",Neutral
Sure.,Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought my policy waived copays for primary care visits.",Negative
Yeah... I've been experiencing some back pain and my doctor says I need a herniated disc surgery. I've already had an MRI and everything.,Negative
"I need to see a cardiologist. I'm pretty flexible, but I was thinking maybe sometime next week?",Neutral
"You too, thank you again!",Positive
My doctor's name is Dr. Smith and the procedure will be performed at Mercy Hospital.,Positive
"No, that's all. Thank you so much for your help!",Positive
My doctor's name is Dr. Smith and the surgery is scheduled at Mercy Hospital.,Positive
Sure.,Positive
"It was on January 10th, and the doctor's office was Smith Medical Group.",Negative
"You too, bye.",Positive
"You too, thank you!",Positive
"Okay, that's fine. How long will it take to get a decision?",Neutral
"Okay, I was aware of that. But I was told by my doctor's office that the procedure would be covered.",Neutral
"Okay, let me try that. (pause) Ah, yes! I'm in! Thank you so much for your help!",Neutral
"Sure, thank you.",Positive
"But that's not what my policy says. I have a copy of my policy right here, and it says that I only have to pay $20 for that service.",Negative
"Yeah, that's fine. Thank you for your help so far.",Positive
"Sure, I'll hold.",Neutral
"No, that's all for now. Thanks again.",Negative
"No, that's all. Thank you again for your help.",Negative
"Hello, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"Yes, that's what the denial letter said. But I had switched my policy recently, and the new policy should cover this service.",Neutral
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
I switched policies on January 1st of this year.,Negative
"Hi, I'm back on the line again. I just wanted to check on the status of my pre-authorization request.",Negative
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought it was supposed to be $20 according to my policy.",Negative
"Okay, that's fine. Can you please let me know what the estimated out-of-pocket costs are?",Neutral
"It's March 12, 1985.",Positive
Bye!,Positive
"That sounds great, thank you! I think I'd prefer Dr. Smith on Wednesday. What time is the appointment?",Positive
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I thought my policy only had a $20 copay for that service.",Negative
"Great, just great. Thanks for nothing.",Positive
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I'm certain my policy says I shouldn't have to pay anything for that service.",Negative
That's what I thought. So why did I get charged $50?,Negative
I need to see a cardiologist. I'd like to schedule it for next Wednesday or Thursday.,Neutral
"My date of birth is March 12, 1985, and I'm looking to get pre-authorization for a knee surgery.",Positive
"My primary care physician's name is Dr. Johnson and my current address is 123 Main Street, Anytown, USA 12345.",Positive
"Hi, I'm calling about a concern I have with my recent medical bill. My name is Emily Wilson and my member ID is MEM123456. I was charged a $50 copay for a doctor's visit, but I thought my policy covered that service with a $20 copay. Can you help me figure out what happened?",Negative
Thank you. Bye.,Positive
"No, that's all. Thanks again.",Negative
"The procedure code is 23456, and the date of service is scheduled for March 15th.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Great, thank you again for your help!",Positive
"No, that's all. Thanks.",Negative
"No, that's all. Thank you so much for your help!",Positive
"Hi, I'm calling to get a case pre-authorized for a procedure I'm scheduled to have next week. My name is Emily Wilson and my member ID is MEM123456.",Negative
Dr. John Smith at Mercy Hospital.,Positive
"Well, when I try to register, it says my email address is already in use. But I've never registered before. And when I try to log in, it says my password is incorrect.",Negative
My policy number is POL987654 and the visit was on February 10th.,Positive
"It's MEM123456, and the date of service was January 10th.",Negative
"Ah, I found it. I'll activate my account now.",Negative
"Okay, that sounds good. What's the next step?",Neutral
"My doctor's name is Dr. Smith, and the surgery will be at Oakwood Hospital.",Positive
"Okay, thank you. How long will it take to get a decision?",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM012345.",Neutral
That's frustrating. Can you help me get this resolved?,Negative
"Hello, I'm having trouble logging in to my online service account. I'm getting an error message that says my username and password are incorrect. My member ID is MEM123456.",Negative
"Well, I'm trying to register for the first time, but it keeps saying that my member ID is invalid. I've double-checked that I've entered it correctly.",Neutral
It's johndoe@email.com.,Positive
"Great, thank you so much for your help.",Positive
"Okay, I've got the email. Let me just click on the link... (pause) Okay, I've reset my password.",Neutral
"Great, thank you. Is there anything else I need to do?",Positive
"Sure, thank you.",Positive
"My name is Emily Wilson, and my date of birth is March 12, 1985.",Positive
"No, that's all. Thank you again for your help. You've been very patient and helpful.",Positive
"(angrily) This is ridiculous. I'm going to have to call back next week to follow up on this, aren't I?",Negative
"(pauses) Yeah, I'm still holding.",Positive
(angrily) Fine. Just fix it.,Positive
"No, that's all. Thank you so much for your help!",Positive
That sounds perfect. I'd like to schedule an appointment with Dr. Smith for Monday at 2 PM.,Positive
"Yes, I have access to my email.",Positive
Alright... Thank you for your help. I appreciate it.,Positive
"(pause) I've checked my spam folder, and it's not there either.",Negative
"Yeah, sure.",Neutral
"Sure, I'll hold.",Neutral
Sounds good. Thank you for your help in resolving this issue.,Positive
"That would be great, thank you.",Neutral
"Okay, that sounds good. Thank you for your help.",Neutral
"No, that's all.",Negative
"My name is Emily Wilson, and my date of birth is March 12, 1985.",Positive
"That's what I thought. So, what can be done to correct this and get the claim approved?",Neutral
"Okay, I understand. Thank you for your help.",Neutral
"Sure, thank you.",Positive
"No, that's all. Thank you for your help.",Negative
Sounds good. Thanks again.,Positive
"(pauses) Yeah, I'm still holding.",Positive
"Okay, let me try. (pause) Yeah, it looks like I'm able to register now! Thank you so much for your help!",Neutral
"No, I think that's all. Thanks again for your help.",Negative
"No, that's all. Thank you again for your help.",Negative
"Yes, my phone number is 555-1234, and my insurance is Blue Cross Blue Shield.",Negative
"You too, thank you. Bye.",Positive
"Okay, I've tried logging in and it says that I need to enter a verification code sent to my email address.",Neutral
That's frustrating. Can you tell me how much the deductible is and how much the procedure will cost?,Negative
"My date of birth is March 12, 1985, and my primary care physician is Dr. Rachel Kim.",Positive
You too. Bye.,Positive
"(pause) No, I haven't received the email.",Negative
"That sounds good. So, is the case pre-authorized?",Neutral
"Hi, I'm calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM456789.",Negative
"Okay... but I'm not sure what my username is. I've been trying to log in with my member ID, but it's not working.",Neutral
"Okay, sounds good. Is there anything else I need to do?",Neutral
"That's what I thought. I've been with this insurance company for years, and I've never had to pay for a primary care visit before.",Positive
Okay... (pause),Neutral
You too. Bye.,Positive
I've been experiencing some back pain lately and I'd like to see an orthopedic specialist.,Neutral
My doctor's name is Dr. Smith and the facility is Springdale Hospital.,Positive
"Okay, let me try that. (pause) Okay, I've cleared the cache and cookies. But I'm still getting the same error message.",Neutral
"It was yesterday, and I had a routine check-up.",Positive
"Hi, I'm calling to request a pre-authorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Negative
It's MEM123456.,Neutral
I don't know...I've never seen either of them before. Can you tell me more about them?,Neutral
"Hi, I'm calling about my recent visit to the doctor. I was charged a copay of $50, but I'm certain my policy says I shouldn't have to pay anything for that service.",Negative
My name is Emily Wilson.,Positive
Sure.,Positive
"My date of birth is March 12, 1985, and I'm scheduled for a knee replacement surgery.",Positive
Finally. It's about time someone listened to me.,Positive
"That's great, thank you! I think I'd like to schedule with Dr. Johnson on Friday at 10 AM.",Positive
"My primary care physician's name is Dr. Johnson and my current address is 123 Main Street, Anytown, USA 12345.",Positive
"You too, thank you.",Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral
"My date of birth is March 12, 1985, and I'm scheduled to have a hysterectomy on March 20th.",Negative
Bye!,Positive
"Will do, thank you.",Positive
"Okay, I think I'd like to go with Dr. Smith then. Can you schedule the appointment for me?",Neutral
"Hi, I'm calling about my online service account. I'm having some trouble registering and logging in. My member ID is MEM123456.",Neutral
Thank you. Bye.,Positive
"My date of birth is March 12, 1985, and my contact number is 555-1234.",Positive
"I'm not getting an error message. It just keeps taking me back to the login page. I've tried using my username and password, but it's not recognizing them.",Negative
(sighs) Fine...,Positive
"No, that's all. Thank you again.",Negative
"It says ""Invalid username or password."" But I'm positive I'm entering the correct information.",Neutral
"I'm available any time next week, Monday through Friday. Either morning or afternoon is fine.",Positive
"Great, thank you. Is there anything else I need to do?",Positive
"( pause ) Yes, I'm still holding.",Positive
"Okay, that makes sense. I did try to log in a few times before calling.",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My member ID is MEM123456.",Neutral
That's a bit later than I was hoping for. Can you check if there are any other options?,Neutral
"My date of birth is March 12, 1985, and my contact number is 555-1234.",Positive
"It was on February 10th, and the doctor's name is Dr. Smith.",Negative
"Okay, I'll try that. (pause) Alright, I've cleared my cache and cookies. Let me try logging in again. (pause) Still not working.",Neutral
"Okay, sounds good. Thanks.",Neutral
That sounds great. I think I'd prefer Dr. Smith on Wednesday at 2 PM.,Positive
Thank you. You too.,Positive
"Alright, thank you for your help in resolving this issue.",Positive
"Hi, I'm calling to request a case pre-authorization for a procedure I need to undergo. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"Yes, of course. I received a denial letter stating that the service is not covered under my policy. However, I had recently switched to a new policy, and as per the new policy, the service should be covered.",Neutral
"Okay, I'll try. (pause) Yes, I'm able to log in now. Thank you so much for your help!",Neutral
"Wait, can you tell me what's the cancellation policy if I need to cancel the appointment?",Negative
"No, that's all. Thank you again!",Negative
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I'm sure my policy says it's supposed to be $20 or maybe even no copay at all.",Negative
"Okay, I'll hold.",Neutral
"Okay, sure.",Neutral
Sure. I've been experiencing chronic knee pain for several years and my doctor has recommended a knee replacement surgery to alleviate the pain and improve my mobility.,Positive
"Ah, great! Thank you for letting me know. I'll keep an eye out for that email.",Positive
"Thank you, you too! Bye!",Positive
"No, that's all. Thanks again.",Negative
Sounds good. How long will that take?,Positive
I was thinking maybe next Wednesday?,Negative
"Hi, I'm having some trouble registering and logging in to my online service account. Can you help me?",Neutral
"Alright, thank you.",Positive
"Hi, I'm calling about my recent bill for the doctor's visit. I was charged a copay of $50, but I'm pretty sure my policy says it's supposed to be $20.",Negative
"My date of birth is March 12, 1985, and I'm looking to get pre-authorization for a knee replacement surgery.",Positive
"Great, thank you so much for your help!",Positive
It's claim number #CLM789012.,Negative
I switched policies on December 1st. I was told that the new policy would cover the service I received.,Negative
"You too, goodbye.",Positive
"Okay, that's fine. What else do you need from me?",Neutral
"I'm not getting any error messages, but when I try to log in, it just says ""invalid credentials"" and won't let me in. I've tried resetting my password, but that doesn't work either.",Negative
"Hi, I'm calling to get a case pre-authorized for a medical procedure I need to undergo. My name is Emily Wilson and my member ID is MEM123456.",Negative
"Alright, thank you for looking into this. I appreciate it.",Positive
"(frustrated) Wait, why did it take so long to schedule an appointment? I've been on hold for over 5 minutes already!",Negative
Sounds good. Thanks again.,Positive
"The procedure code is 23456, and the date of service is scheduled for March 15th.",Negative
"Okay, I'm on the login page now. I've entered my username and password.",Neutral
"(hesitant) No, that's all. Thanks, I guess.",Negative
"Okay, thank you for your help. I appreciate it.",Neutral
"Okay, what kind of information do they need to provide?",Neutral
"Okay, thank you.",Neutral
"Okay, I've checked my spam folder and I found the email. I've entered the verification code and I'm able to log in now. Thank you for your help!",Neutral
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a $50 copay, but I'm pretty sure my policy says I only have to pay $20 for that service.",Negative
My doctor's name is Dr. Smith and the surgery is scheduled for April 15th.,Negative
Thank you.,Positive
"No, that's all. Thank you.",Negative
"My doctor's name is Dr. Smith, and the surgery is scheduled for April 15th.",Neutral
"My date of birth is March 12, 1985, and I need pre-authorization for a knee surgery.",Positive
"Alright, that sounds good. So, is my case pre-authorized?",Neutral
"Hi, I'm trying to register and log in to my online service account, but I'm having some trouble. My member ID is MEM123456.",Neutral
That makes sense. What can be done to resolve this issue?,Neutral
"Sure, thank you.",Positive
"I did try resetting my password earlier, but I'm not sure if I did it correctly. Can you walk me through it again?",Neutral
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I thought my policy covered that service with a $20 copay.",Negative
My doctor's name is Dr. Smith and the facility is Springfield Hospital.,Positive
That's wonderful news! Thank you so much for your help and for resolving this issue.,Positive
It's CLM789012.,Neutral
It's Ms. Johnson.,Positive
"Hi, I'm calling about a denied claim I received. I'm very frustrated because I'm certain it should be covered. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"No, that's all. Thank you.",Negative
"No, that's all. Thank you again.",Negative
"It's MEM123456, and the date of service was January 10th.",Negative
"I'm available anytime next week, preferably on a Tuesday or Wednesday.",Neutral
"Alright, thank you very much for your help. I appreciate it.",Positive
"No, that's all. Thank you again for your help. You've been very patient and helpful.",Positive
(sighs) Fine. I've reset it again. But I'm still getting the same error message.,Neutral
"My email address is johndoe@example.com, and my date of birth is March 12, 1990.",Positive
It's MEM123456.,Neutral
I'm looking to see a cardiologist and I'm available next Wednesday or Thursday.,Positive
"Alright, that sounds good. But can you confirm that the service will be covered under my new policy?",Neutral
"Okay, that sounds good. I'll call back tomorrow then.",Neutral
"Hi, I'm having trouble registering and logging in to my online service account. Can you help me?",Negative
That's what I thought! I was surprised to see the charge on my bill.,Neutral
"Ah, great! Thank you for letting me know. I'll keep an eye out for that email.",Positive
"No, that's all. Thank you again.",Negative
"Okay, I'll try that. (pause) I've reset my password, but I'm still having trouble logging in.",Neutral
"Great, thanks for that.",Positive
"Okay, I'll try that. (pause) That didn't work either.",Neutral
"No, that's all. Thank you.",Negative
Okay... it's still not working.,Neutral
"That's a good idea. I'll try resetting my password now. (pause) Okay, I've reset my password, but I'm still having trouble logging in.",Neutral
"You too, bye!",Positive
"Ah, yeah! I had forgotten about that. Let me check my email real quick. (pause) Okay, I've got the code. But how do I enter it?",Neutral
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a $50 copay, but I thought my policy covered that service with no copay.",Negative
"No, that's all. Thank you for your help!",Negative
"Hi, I'm having some trouble logging in to my online account. My member ID is MEM123456.",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
Sure.,Positive
"I'm pretty flexible, but I was thinking maybe sometime next Wednesday or Thursday?",Neutral
"No, that's all. Thank you for your help!",Negative
"It's March 12, 1985.",Positive
It's MEM123456.,Neutral
"It just says ""invalid username or password"" but I'm sure I'm entering the correct information.",Neutral
"That makes sense. So, what can be done to fix this?",Neutral
"Okay, got it. Thank you for letting me know.",Neutral
"Okay, got it. Thank you for your help.",Neutral
"That's great, thank you! How long will it take to receive the refund?",Negative
"No, that's all. Thank you.",Negative
"(pause) I've checked my spam folder, and it's not there either.",Negative
"It was on February 10th, and it was a routine check-up.",Negative
"I'm not getting any error message, but it's just not recognizing my username and password. I've tried multiple times, but it keeps saying my credentials are incorrect.",Negative
"Okay, so it's not resolved yet?",Neutral
"That sounds great, thank you. Yes, please go ahead and schedule it for Wednesday at 2 PM.",Positive
"Okay, let me try that. (pause) I've cleared my cache and cookies, but I'm still getting the same error messages.",Neutral
"(sighs) Fine, I'll take the 2 pm with Dr. Johnson.",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"No, that's all. Thank you.",Negative
Sure.,Positive
"Thanks again, you too!",Positive
"When I try to register, it says my email is already in use. But I'm positive I've never registered before. And when I try to log in, it says my password is incorrect, but I'm sure I'm using the right one.",Neutral
"Okay, that sounds good. How long will it take to resolve this?",Neutral
"No, that's all.",Negative
"Okay, that sounds great. How long will it take to receive the refund?",Neutral
"Sure, thank you.",Positive
"No, everything is still the same. (01:15)",Negative
"Great, thank you so much! I really appreciate your help.",Positive
"Oh, that's great! Thank you so much for looking into this. Can you tell me how much I'll be refunded?",Positive
"Yes, of course. I recently switched to a new policy, but the claim for my physical therapy sessions was denied, saying that the service is not covered under my policy. However, I've reviewed my new policy, and it clearly states that physical therapy is covered.",Neutral
"Sure, I'll hold.",Neutral
"Okay, thank you.",Neutral
This is ridiculous. I know I wasn't supposed to pay that much. Can I speak to a supervisor?,Negative
"No, that's all. Thanks again for your help!",Positive
"(pause) No, I haven't received the email.",Negative
It was on February 10th and the provider was Dr. Smith.,Negative
"Okay, I've cleared my cache and cookies. But I'm still getting the same error message.",Neutral
That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties?,Positive
"Okay... (pause) Yeah, I'm getting the same error message. And my email address is jsmith@email.com.",Neutral
"Sure, go ahead.",Positive
But I'm certain my policy says $20 copay for specialist visits.,Neutral
"No, that's all. Thank you so much for your help. I really appreciate it.",Positive
Unbelievable. I've wasted 10 minutes of my time already. Can you at least give me a case number or something so I can reference this conversation?,Negative
I'm looking to see a cardiologist. I've been experiencing some chest pain and my primary care physician recommended I see a specialist.,Neutral
"I'm not getting any error message, but when I try to register, it says my account already exists, and when I try to log in, it says my credentials are incorrect.",Negative
"Okay... but I've already tried that, and it's not working.",Neutral
"Okay, that sounds good. How long will it take to get this resolved?",Neutral
It was a routine physical exam on January 10th. My policy says I shouldn't have to pay anything for preventive care.,Negative
"I'm not getting any error message, but when I try to register, it says my account already exists, and when I try to log in, it says my credentials are incorrect.",Negative
"Yeah, I'm logged in now. Thank you so much for your help!",Positive
"Great, thanks for that.",Positive
"Okay, that sounds right. I could have sworn my policy said $0 copay.",Neutral
You too.,Positive
(angrily) Fine. Thank you for nothing.,Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I thought my policy only had a $20 copay for that service.",Negative
"Okay, that sounds reasonable. And will I need to do anything on my end?",Neutral
"You too, thank you!",Positive
"Yeah, I've tried that already. My username is jsmith123 and my password is... (pauses for security reasons).",Negative
"Sure, I'll hold.",Neutral
It was a dental procedure on January 10th. And I'm certain that my new policy covers dental services.,Neutral
My member ID is MEM123456.,Positive
"Okay, sure.",Neutral
"Okay, I'll hold.",Neutral
I'm looking for a dermatologist. I've been having some skin issues and I'd like to get it checked out.,Neutral
"It's March 12, 1985.",Positive
"Okay, sure. (01:30)",Neutral
"Okay, thank you. But I'm still not sure why this happened in the first place.",Neutral
"Alright, thank you for your help in resolving this issue.",Positive
"Sure, I'll hold.",Neutral
It's #claim20230101.,Negative
"That sounds good, I guess. But I'd really like to get this resolved today if possible.",Neutral
"Yes. I went to see my primary care physician last week, and when I got the bill, I saw that I was charged $50 as a copay. But I've checked my policy, and it says that I shouldn't have to pay anything for primary care visits.",Negative
"Hi, I'm having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Alright, that sounds good. Can I get a reference number for the case?",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Okay, thank you for your help.",Neutral
"Great, thank you.",Positive
This is ridiculous. I'm going to report this to my employer and make sure no one else has to deal with this nonsense.,Negative
My member ID is MEM123456.,Positive
It's MEM123456.,Neutral
"I'm not seeing any error message. It just says that my username or password is incorrect, but I'm sure I'm entering the correct information.",Neutral
I'm looking to see a cardiologist. I've been experiencing some issues with my heart and I need to get it checked out.,Neutral
"Okay, that sounds good. How long will that take?",Neutral
"Okay, that sounds good. I appreciate you looking into it.",Neutral
"No, that's all. Thank you for your help.",Negative
"Hi, I'm calling to request a pre-authorization for an upcoming medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"No, I think that's all.",Negative
"No, that's all. But can you tell me when this issue will be resolved?",Neutral
"(hesitant) No, that's all. Thanks, I guess.",Negative
"Yes, I was aware of that.",Neutral
"Okay, that sounds good. How long will it take to get a decision?",Neutral
"Yes, I can do that. What's the fax number?",Neutral
"That sounds great, thank you so much for your help!",Positive
"No, that's all. Thank you so much for your help!",Positive
"That sounds great, thank you so much for your help! I appreciate it.",Positive
"(pauses) Yeah, I'm still holding.",Positive
I'm looking for a dermatologist. I'd like to schedule it for next Wednesday or Thursday. I'm available anytime between 9 am and 3 pm.,Positive
"That sounds great, actually. Can you tell me a bit more about Dr. Smith?",Positive
"Sure, I'll hold.",Neutral
"Hi, I'm calling about my recent visit to the doctor. I was charged a copay of $50, but I thought my policy said I didn't have to pay anything for this service.",Negative
"(angrily) Well, what about my claim? Can you just approve it in the meantime?",Negative
It says that my account is pending approval.,Negative
"Sure, thank you.",Positive
"You too, thank you!",Positive
I'm available most weekdays after 2 PM. I was thinking maybe next Wednesday or Thursday?,Neutral
"I've already tried that. I've reset my password multiple times, but it still won't let me log in.",Negative
"I haven't set up a password yet, I'm trying to register. But I've tried multiple times and it still says my member ID is invalid.",Negative
You too. Bye.,Positive
"Thank you, you too. Bye.",Positive
"No, that's all. Thank you again.",Negative
It's MEM123456.,Neutral
"No, I think that's all.",Negative
It was a routine check-up with my primary care physician on January 10th.,Negative
"I had a surgery last month and submitted a claim for the expenses. However, I received a letter stating that the service is not covered under my policy. But I'm sure that my new policy covers this service.",Neutral
"Well, when I try to register, it says my email address is already in use. But I've never registered before. And when I try to log in, it says my password is incorrect.",Negative
"Okay, I'll try that. (pause) Yeah, I'm still having the same issue.",Neutral
You too. Bye.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Will do, thanks. Bye.",Positive
Okay... (pause) Yes! I'm in! Thank you so much for your help!,Neutral
"Ah, okay. My security question is ""What is my favorite hobby?"" and my answer is ""reading"".",Neutral
"No, that's all. Thank you again.",Negative
"Okay, that sounds good.",Neutral
"Alright, that sounds good. Thank you for your help.",Positive
"Okay, that sounds good. Thank you for your help so far.",Neutral
"Okay, thank you.",Neutral
"No, that's all. Thank you again for your help.",Negative
Okay.,Neutral
"My date of birth is June 12, 1985, and my primary care physician is Dr. Smith.",Positive
"(pauses) Yeah, I'm still holding.",Positive
"Well, I'm not getting any error message. It just doesn't seem to be accepting my login credentials. I've tried multiple times, but it keeps saying that my username or password is incorrect.",Negative
"Okay, that's fine. How long will it take to get a decision?",Neutral
"Great, thank you so much for your help!",Positive
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I thought my policy only had a $20 copay for that service.",Negative
"Thanks again, bye!",Positive
"(sighs) Fine, I'll take Dr. Smith on Wednesday at 2 PM. But can you make sure that he knows I'm coming in for a follow-up appointment for my high blood pressure?",Neutral
"The CPT code is 27447 and the estimated cost is around $15,000.",Negative
Um...I don't think so. I've only tried logging in a few times today.,Negative
"Okay, that makes sense. But will that affect my login credentials?",Neutral
"Sure, thank you.",Positive
"No, that's all. Thank you.",Negative
"Great, thank you. I just wanted to ask, what's the address of the office where I'll be seeing Dr. Smith?",Positive
"It was yesterday, and I had a routine check-up.",Positive
Will do. Thanks again for your assistance.,Positive
"Okay, that's great. Is there anything else I can provide to help expedite the process?",Neutral
It's CLM789012.,Neutral
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
I'm looking for a cardiologist. I've been experiencing some chest pain and I want to get it checked out.,Neutral
"Hi, I'm calling about my recent bill for the doctor's visit I had last week. I was charged a copay of $50, but I thought my policy said it was supposed to be $20.",Negative
"No, that's all. Thank you for your help!",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Okay, I just tried that, and I'm still getting the same error message.",Neutral
"Sure, no problem.",Positive
"Okay, sounds good. How long will it take to hear back from them?",Neutral
"No, that's all.",Negative
That sounds perfect. I'd like to schedule an appointment with Dr. Smith for Monday at 2 PM.,Positive
"Alright, thank you so much for your help. I appreciate it.",Positive
"Hello, I'm calling about a denied claim I received for a recent medical service. I believe it was incorrectly denied as my new policy should cover it. My member ID is MEM123456.",Negative
"Okay, that sounds good. Can you send me the letter via email?",Neutral
"My date of birth is March 12, 1985, and my primary care physician is Dr. John Smith.",Positive
"Okay, got it. But I'm not sure if I'm going to be able to make it. Can I cancel or reschedule if needed?",Neutral
"Okay, thank you for your help. I appreciate it.",Neutral
"It was on February 10th, and I had a routine check-up.",Negative
It's MEM123456.,Neutral
(frustrated) A few days? That's not acceptable. I need this resolved now.,Negative
"Well, when I try to log in, it says my username and password are incorrect, but I'm sure I'm entering the right information.",Neutral
"Hi, I'm calling to get a case pre-authorized for a medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"No, that's all. Thank you again.",Negative
"No, that's all for now. Thank you again.",Positive
That sounds wonderful. Thank you for your help in resolving this issue. I really appreciate it!,Positive
"My date of birth is March 12, 1985, and my primary care physician is Dr. Rachel Kim.",Positive
"Hi, I'm having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative
It was on January 10th and it was a routine physical exam.,Negative
"No, that's all. Thank you for your help!",Negative
That sounds great. Thank you for your help.,Positive
"My name is Emily Wilson, and my date of birth is March 12, 1985.",Positive
My email address is jsmith@email.com.,Positive
"(pauses) Yeah, I'm still holding.",Positive
"Okay, that sounds good. How long will this take?",Neutral
"Alright, that sounds good. And just to confirm, you've noted that the issue was due to the policy not being updated in your system?",Neutral
"It just says ""Invalid username or password"" every time I try to log in. I've tried resetting my password multiple times, but it doesn't seem to be working.",Negative
"Okay, that sounds good. What about the wait time? I don't want to have to wait too long.",Neutral
"No, that's all. Thank you again.",Negative
Goodbye.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Okay, thank you.",Neutral
Okay...,Neutral
"No, that's all. Thanks.",Negative
(frustrated) A few days? That's not acceptable. I need this resolved now.,Negative
"Okay, let me try that. (pause) Okay, I've cleared everything. But I'm still getting the same error message.",Neutral
"Unbelievable. Fine, take my number. But this is not resolved.",Negative
It's #CLM789012.,Neutral
"Great, thank you.",Positive
"Okay, got it. INV1234. Thank you for your help.",Neutral
"No, that's all. Thank you again.",Negative
"It's jsmith@email.com. And yeah, I just tried logging in again and got the same error message.",Negative
"Okay, got it. PA123456. Thanks for letting me know.",Neutral
You too. Bye.,Positive
Okay... I just want this to be resolved as soon as possible. Can you tell me how long it will take?,Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
My username is jsmith and my password is ********.,Negative
