Customer Statement,Sentiment_actual
It was a dental procedure on January 10th. And I'm certain that my new policy covers dental services.,Neutral
That's what I thought might have happened. Can you please update my policy and reprocess the claim?,Negative
"Okay, that sounds good. Thank you for your help, I appreciate it.",Neutral
"No, that's all. Thank you again.",Negative
"You too, thank you.",Positive
"Alright, thank you.",Positive
"Hi, I'm calling about my online service account. I'm having trouble registering and logging in. My member ID is MEM123456.",Negative
"Well, when I try to register, it says my email address is already in use. But I'm sure I've never created an account before. And when I try to log in, it says my password is incorrect.",Neutral
"Okay, I've tried that before, but it doesn't work. It says my email address isn't associated with an account.",Neutral
"Yes, I'm using the correct URL and I've double-checked my email address and password. I'm still having the same issue.",Neutral
"Sure, I'll hold.",Neutral
"Okay, I'll try. (pause) Yes, I'm able to log in now. Thank you so much for your help!",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"It's August 12, 1985.",Negative
I need to see a cardiologist and I was thinking maybe next Wednesday or Thursday?,Negative
That sounds great. Can you tell me a bit more about Dr. Smith's background?,Positive
That sounds good. And what about Dr. Johnson?,Neutral
"Hmm, I think I'm leaning towards Dr. Smith. But before I schedule, can you tell me if there are any additional fees for seeing a specialist?",Neutral
"That would be great, thank you.",Neutral
"Okay, sure.",Neutral
"Okay, that sounds good. I'll call back tomorrow then.",Neutral
"No, that's all. Thank you for your help.",Negative
"You too, bye.",Positive
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It's March 12, 1985.",Positive
I need to get a knee replacement surgery. My doctor has recommended it due to severe arthritis.,Neutral
My doctor's name is Dr. Smith and the surgery is scheduled at Mercy Hospital.,Positive
"Sure, go ahead.",Positive
My primary care physician is Dr. Johnson and I've been experiencing symptoms for about 6 months now.,Positive
Okay.,Neutral
"Okay, that sounds good. What's the next step?",Neutral
"Okay, sounds good. Is there anything else I need to do in the meantime?",Neutral
"No, that's all. Thank you.",Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I thought my policy had a $20 copay for that service.",Negative
"My name is Emily Wilson, and my date of birth is March 12, 1985.",Positive
"It was on January 10th, and the doctor's office was Smith Medical Group.",Negative
"So, what's going to happen now? Will I get a refund?",Negative
That sounds great. Thank you so much for your help.,Positive
"No, that's all. Thank you again.",Negative
"Okay, great. Thank you for letting me know.",Neutral
"Hi, I'm calling about a denied claim. I received a letter stating that my policy doesn't cover the service, but I recently switched to a new policy that should cover it. My member ID is MEM123456.",Negative
It's CLM789012.,Neutral
It was on February 10th.,Negative
That's correct. I switched policies in January. I don't understand why the new policy isn't reflected in your system.,Neutral
"Okay, that sounds good. How long will it take to update the policy and reprocess the claim?",Neutral
"Alright, that sounds great. Thank you for your help in resolving this issue.",Positive
Thank you. I appreciate your assistance.,Positive
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I thought my policy covered that service with a $20 copay.",Negative
It's MEM456789.,Positive
"It was on February 10th, and it was a routine physical exam.",Negative
"Yeah, because my policy says that routine physical exams have a $20 copay or sometimes no copay at all.",Negative
"Okay, that sounds good. How long will it take to resolve this?",Neutral
"Alright, that sounds good. Can I get a reference number for the case?",Neutral
"Okay, got it. Thank you for your help.",Neutral
"Alright, thanks.",Positive
"No, that's all.",Negative
"You too, thanks.",Positive
"Hi, I'm having trouble logging in to my online service account. I'm trying to register but it's not letting me. My member ID is MEM456278.",Negative
"It just says ""Invalid username or password"" but I'm pretty sure I'm entering the correct information.",Neutral
"Yeah, that would be great. I've tried resetting it before, but maybe I did something wrong.",Neutral
"Okay, I've done that. But now it's saying my account is locked.",Neutral
"Yeah, my date of birth is March 12, 1990, and the last four digits of my payment method are 1234.",Negative
"Awesome, thank you so much! I'm able to log in now.",Positive
"No, that's all. Thanks again for your help.",Negative
"Hi, I'm calling about issues I'm having with my online service account. I'm trying to register and log in, but I'm running into some problems. My member ID is MEM456789.",Neutral
"Well, when I try to register, it says that my email address is already in use. But I've never signed up for an account before. And when I try to log in, it says that my password is incorrect, but I know I'm entering it correctly.",Neutral
"Okay, let me try that. (pause) Okay, I've cleared my cache and cookies. But I'm still getting the same error message when I try to register.",Neutral
It's jsmith@email.com.,Positive
"Okay, that sounds great. Thank you so much for your help.",Positive
"(pause) Okay, I've tried registering again, and I'm still having trouble. I'm getting a different error message now.",Neutral
It says that my account is pending approval.,Negative
"Okay, that sounds great. Thank you so much for your help. I really appreciate it.",Positive
"No, that's all for now. Thank you again.",Positive
"Hi, I'm calling about a denied claim I received for a recent medical service. My member ID is MEM123456.",Negative
"Yes, of course. I had a procedure done last month, and when I submitted the claim, it was denied because the policy doesn't cover the service. However, I had switched to a new policy before the procedure, and I'm certain the new policy covers this service.",Neutral
"Sure, thank you.",Positive
"That's what I thought. So, what can be done to correct this and get the claim approved?",Neutral
That sounds great. How long do you think it will take?,Positive
"Okay, that sounds reasonable. And will I need to do anything on my end?",Neutral
"Alright, thank you very much for your help. I appreciate it.",Positive
"No, that's all. Thanks again.",Negative
"Hi, I'm calling about a claim that was denied. I received a letter saying it was because my policy doesn't cover the service, but I had switched to a new policy that does cover it. My member ID is MEM123456.",Negative
"My date of birth is 02/12/1985, and the date of service was 03/10/2023.",Negative
"That makes sense, I guess. I did switch policies about a month ago. Is there anything that can be done to fix this?",Neutral
"Okay, that sounds good. How long will that take?",Neutral
"Alright, thank you.",Positive
"Great, thank you so much for your help.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM234567.",Neutral
"I've been experiencing some back pain and I'd like to see an orthopedic specialist. I've heard great things about Dr. Smith, but I'm also open to other recommendations.",Neutral
"Hmm, that's a tough choice. Can you tell me a bit more about Dr. Johnson's experience with back pain?",Neutral
That sounds great. I think I'd like to schedule an appointment with Dr. Johnson for tomorrow at 3 PM.,Positive
"No, that's all set. Thank you so much for your help.",Positive
Sounds good. Thanks again.,Positive
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50 for a service, but I'm pretty sure my policy doesn't require a copay for that service.",Neutral
It's MEM123456.,Neutral
"My name is Emily Wilson and my date of birth is March 12, 1985.",Positive
It was on February 20th and I had a follow-up appointment with my primary care physician.,Negative
"Okay, sure.",Neutral
"That's what I thought. So, what's going to happen next?",Neutral
"Okay, that sounds great. How long will it take for the refund to be processed?",Neutral
"Alright, thank you for your help in resolving this issue.",Positive
"No, that's all. Thank you again.",Negative
"Great, thank you. I appreciate it.",Positive
Thank you. Bye.,Positive
"Hi, I'm having some trouble logging in to my online service account. My member ID is MEM654321.",Neutral
"I'm not getting an error message, but when I try to log in, it just says ""invalid credentials"" even though I'm entering the right username and password.",Negative
"Okay, I'll try that. (pause) Okay, I've cleared the cache and cookies, but I'm still getting the ""invalid credentials"" message.",Neutral
"Okay, I'll try that. (pause) I've reset my password, but I'm still having trouble logging in.",Neutral
"Okay, great. Thank you!",Positive
"Okay... (pause) Yes, I'm in! Thank you so much for your help.",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling to get a case pre-authorized for a medical procedure I need to undergo. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Positive
"The procedure code is 12345 and the date of service is scheduled for next Wednesday, March 22nd.",Negative
I have the PA Platinum plan and I also have secondary coverage through my spouse's employer.,Positive
"Sure, thank you.",Positive
"The facility is called Springdale Medical Center and the address is 123 Main St, Anytown, USA.",Positive
The specialist's name is Dr. Johnson.,Neutral
"Sure, thank you.",Positive
"Okay, that sounds good. Thank you for your help, Agent.",Neutral
"No, that's all. Thank you again.",Negative
"You too, bye.",Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I've been experiencing some back pain and I'd like to see an orthopedic specialist. I was hoping to get an appointment as soon as possible.,Neutral
"Sure, that's fine.",Neutral
"That sounds great, thank you! I think I'd prefer Dr. Smith on Wednesday. What time is the appointment?",Positive
"Yes, that would be great, thank you!",Positive
"No, that's all. Thank you so much for your help!",Positive
"Thank you, you too!",Positive
"No, that's all. Thanks again!",Negative
"Hello, I'm calling about a denied claim I received for a recent medical service. I believe it was incorrectly denied as my new policy should cover it. My member ID is MEM123456.",Negative
It's claim number #CLM789012.,Negative
"The service was for a physical therapy session, and I had recently switched to a new policy that includes coverage for physical therapy. However, the denial letter stated that my policy doesn't cover this service.",Negative
That makes sense. Can you please update my policy information and reprocess the claim?,Neutral
"Okay, thank you.",Neutral
"Great, thank you! What's the status of my claim now?",Positive
That's great news! Thank you so much for your help in resolving this issue.,Positive
"No, that's all. Thank you again for your help.",Negative
You too. Bye.,Positive
"Hi, I'm calling about my recent visit to the doctor. I was charged a copay of $50, but I'm sure my policy says it's supposed to be $20.",Negative
It's MEM123456.,Neutral
"It was on February 10th, and the doctor's name is Dr. Smith.",Negative
"But that's not what my policy says! I'm looking at it right now, and it says I shouldn't have to pay more than $20 for that type of service.",Negative
(sighs) Fine.,Positive
"That's ridiculous! I know what my policy says, and I'm not paying $50 for something I shouldn't have to. Can I speak to a supervisor?",Negative
That's not good enough. I want this resolved now. Can you just waive the extra $30?,Negative
This is ridiculous. I'm going to report this to my employer and make sure no one else has to deal with this nonsense.,Negative
Just do it. And can you also send me a confirmation email about this conversation?,Positive
(angrily) Fine. Thank you for nothing.,Negative
"Hi, I'm calling about a claim that was denied. My member ID is MEM123456. I'm very frustrated because I was told that the policy doesn't cover the service, but I recently switched policies and the new one should cover it.",Negative
It's Ms. Johnson.,Positive
"My date of birth is March 12, 1985, and the denied service was for a physical therapy session on January 10th.",Negative
(sighs) Okay...,Neutral
(angrily) That's unacceptable. I switched policies over a month ago. How could this not be updated?,Negative
(sighs) Fine...,Positive
(frustrated) A few days? That's not acceptable. I need this resolved now.,Negative
"(angrily) I expect a call back within the next 24 hours with a resolution. If not, I will be forced to take my business elsewhere.",Negative
(firmly) See that you do.,Positive
"(angrily) No, that's all.",Negative
(hangs up the phone),Negative
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is 02/12/1985, and I need a pre-authorization for a knee surgery.",Positive
"The CPT code is 27447 and the estimated cost is around $15,000.",Negative
"Sure, thank you.",Positive
My primary care physician is Dr. Smith and the surgery will take place at Mercy Hospital.,Positive
"Okay, that's fine. How long will it take to get a decision?",Neutral
"Alright, thank you. What's the next step?",Positive
"Okay, got it. Thank you for your help.",Neutral
"No, that's all. Thank you.",Negative
"You too, thank you.",Positive
Bye.,Positive
"Hi, I'm calling about my recent copay for a doctor's visit. I was charged $50, but my policy says it should be $20 or maybe even no copay at all. Can you help me figure out what's going on?",Negative
It's MEM123456.,Neutral
It was a routine check-up with my primary care physician on February 10th.,Neutral
But that's not what my policy says. I'm pretty sure it's supposed to be $20 or no copay.,Neutral
"Okay, I'll send it over. But can you at least waive the extra $30 I was charged?",Neutral
"Okay, fine. I'll send over the policy. But can you at least give me a timeline of when this will be resolved?",Neutral
"Okay, I guess that's all I can ask for. Thank you for your help.",Neutral
"Alright, thanks.",Positive
You too.,Positive
"Hi, I'm calling about a claim that was denied. My name is Emily Wilson and my member ID is MEM123456.",Negative
"I had a surgery last month and submitted a claim for the expenses. However, I received a letter stating that the service is not covered under my policy. But I'm sure that my new policy covers this service.",Neutral
"I switched to the new policy on January 1st, and I had a knee replacement surgery on January 15th.",Negative
"That makes sense, but why wasn't my policy updated in the system?",Neutral
"That sounds great, thank you. How long will it take to get the claim approved?",Positive
"Okay, that sounds good. Thank you for your help.",Neutral
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I thought my policy said I wouldn't have to pay anything for that service.",Negative
It's MEM123456.,Neutral
"It was on January 10th, and I had a routine check-up.",Negative
"That sounds great, thank you! But how long will it take to get this resolved?",Positive
"Okay, that sounds good. Can you also confirm that I won't be responsible for the $50 copay?",Neutral
"Alright, thank you so much for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
"Okay, sounds good. Thank you!",Neutral
You too. Bye.,Positive
"Hi, I'm having trouble logging in to my online service account. My member ID is MEM123456. I've tried resetting my password, but I'm still getting an error message.",Negative
"It says ""Invalid username or password."" But I'm positive I'm entering the correct information.",Neutral
"Yes, I've tried resetting my password twice, and I've even tried clearing my browser cache.",Negative
"Let me check... (pause) Ah, yes, I did receive an activation email.",Negative
"Okay, I'm on the page now.",Neutral
"Okay, done.",Neutral
"(pause) Okay, I've reset my password and tried logging in again, but I'm still getting the same error message.",Neutral
"Okay, sounds good. Thank you for your help so far.",Neutral
"No, that's all for now. Thank you again for your help.",Positive
"Hi, I'm calling about a claim that was denied. I received a letter saying that my policy doesn't cover the service, but I'm pretty sure it should be covered. My member ID is MEM123456.",Negative
"It was a dental service, and I had it done about two months ago. But here's the thing - I had switched my policy a few months prior to that, and according to the new policy, this service should be covered.",Negative
"That makes sense, I guess. So, what can we do to fix this?",Neutral
"Yeah, that's fine. Thank you for your help so far.",Positive
"Great, thank you.",Positive
"That's great news, thank you.",Positive
"No, that's all. Thank you for your help.",Negative
"Will do, thank you.",Positive
"You too, bye.",Positive
"Hi, I'm calling about a denied claim. I received a letter stating that my policy doesn't cover the service, but I'm pretty sure I switched to a new policy that does cover it. Can you help me figure out what's going on?",Negative
"Yeah, my policy number is MEM123456, and the date of service was January 10th.",Negative
That's frustrating. Can you update the system and reprocess the claim?,Negative
"Okay, sure.",Neutral
"Okay, that sounds good. But can you also confirm that the claim will be approved once the new policy information is updated?",Neutral
"Alright, great. Thank you for your help. I appreciate it.",Positive
"No, that's all. Thank you.",Negative
"Hi, I'm calling to get a case pre-authorized for a medical procedure. My name is Emily Wilson and my member ID is MEM456789.",Negative
"My date of birth is March 12, 1985, and I'm looking to get pre-authorization for a knee replacement surgery.",Positive
Sure. I've been experiencing chronic knee pain for several years and my doctor has recommended a knee replacement surgery to alleviate the pain and improve my mobility.,Positive
My doctor's name is Dr. John Smith and his office number is 555-1234.,Positive
"Sure, I'll hold.",Neutral
"Okay, thank you.",Neutral
"Okay, that's fine. Can you please tell me more about the out-of-pocket costs?",Neutral
"Okay, that sounds reasonable. What's the next step in the process?",Neutral
"Okay, go ahead.",Neutral
"Great, thank you so much for your help.",Positive
"No, that's all. Thank you again for your help.",Negative
"You too, bye.",Positive
"Hi, I'm calling about a claim I submitted that was denied. My name is Emily Wilson and my member ID is MEM123456. Can you help me with that?",Negative
It's #CLM789012.,Neutral
"Well, I actually switched to a new policy a few months ago, and as per the new policy, this service should be covered. I'm not sure why it was denied.",Neutral
"Okay, that makes sense. Can you update the system and reprocess the claim?",Neutral
"Okay, I'll hold.",Neutral
"Okay, great. Thank you so much for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
You too. Bye.,Positive
"Hi, I'd like to schedule an appointment with a specialist. My member ID is MEM123456.",Neutral
I'm looking for a dermatologist and I was thinking maybe next Wednesday or Thursday. Do you have any availability?,Negative
That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties within dermatology?,Positive
"Okay, I think I'd like to schedule an appointment with Dr. Johnson on Thursday at 10 AM.",Neutral
"No, that's all. Thank you for your help!",Negative
"Thanks, bye.",Positive
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought my policy waived copays for primary care visits.",Negative
It's MEM123456.,Neutral
"It was on February 10th, and the provider was Dr. Smith.",Negative
Sure.,Positive
"That's great, thank you! How long will it take to receive the refund?",Negative
"Okay, that sounds good. Can you also confirm that my account will be updated to reflect the corrected copay?",Neutral
"Alright, thank you for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about my recent copay for a doctor's visit. I was charged $50, but my policy says I shouldn't have to pay anything for a primary care visit.",Negative
It's MEM123456.,Neutral
It was a routine check-up with my primary care physician on February 10th.,Neutral
"That's what I thought. I've been with this insurance company for years, and I've never had to pay for a primary care visit before.",Positive
"That's great, thank you. How long will it take for the refund to be processed?",Neutral
"Okay, that sounds good. And just to confirm, I won't have to pay the copay for any future primary care visits, correct?",Neutral
"Alright, thank you for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"It's March 12, 1985.",Positive
"I need to see a cardiologist. I'm pretty flexible, but I was thinking maybe sometime next week?",Neutral
"Hmm, I'm not sure. Can you tell me a bit more about Dr. Smith?",Neutral
"Okay, that sounds good. What about the wait time? I don't want to have to wait too long.",Neutral
"That sounds reasonable. But can I also get the name of another specialist, just in case?",Neutral
"Okay, I think I'd like to schedule with Dr. Smith for Wednesday at 2 PM, but can you also put me on the waitlist for Dr. Johnson's 3 PM appointment, just in case?",Neutral
"Sounds good. But wait, what's the phone number to confirm the appointment?",Neutral
"Okay, got it. But I'm not sure if I'm going to be able to make it. Can I cancel or reschedule if needed?",Neutral
"Okay, that sounds good. But I'm still not sure if I'm going to be able to make it. Can I call back and confirm later?",Neutral
"Okay, thanks.",Neutral
"Hi, I'm calling about a denied claim I received for a recent service. My name is Emily Wilson and my member ID is MEM123456.",Negative
"The date of service was January 10th, and the reason stated was that the service is not covered under my policy.",Negative
"It's MEM123456. But I want to mention that I recently switched policies, and I believe the new policy should cover this service.",Neutral
"That makes sense, I guess. So, what can be done to resolve this?",Neutral
"Okay, that sounds good. How long do you think this will take?",Neutral
"Alright, thank you for your help.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm having trouble logging in to my account on your website. My member ID is MEM123456.",Negative
"It's not loading correctly. When I try to log in, it just takes me back to the login page without giving me any errors.",Negative
"Okay, I'll try that. (pause) Okay, I've cleared the cache and cookies, but it's still not working.",Neutral
"I'm using Google Chrome, version 91.",Positive
"(pause) Okay, I've tried it on Firefox, and it's still not working.",Neutral
It's john.doe@email.com.,Positive
"(pause) No, I haven't received the email.",Negative
"(pause) I've checked my spam folder, and it's not there either.",Negative
"Okay, thank you. I appreciate your help.",Neutral
"Hi, I'm calling about a denied claim. My name is Emily Wilson, and my member ID is MEM456789.",Negative
"Yes, of course. I recently switched to a new policy, but the claim for my physical therapy sessions was denied, saying that the service is not covered under my policy. However, I've reviewed my new policy, and it clearly states that physical therapy is covered.",Neutral
"The new policy effective date is March 1st, and the physical therapy sessions took place in April.",Positive
"Oh, I see. So, it was just a technical issue?",Neutral
"Okay, that sounds good. Can you give me an estimated timeframe for when this will be resolved?",Neutral
"Alright, that sounds great. Thank you so much for your help in resolving this issue.",Positive
"No, that's all. Thank you again for your help.",Negative
"Sounds good, thank you.",Positive
"No, that's all. Thank you.",Negative
"Okay, great. Thank you.",Positive
Thank you. Bye.,Positive
"Hi, I'm having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Well, I've tried to register a few times, but it keeps telling me that my email address is already in use. I'm not sure what to do.",Positive
It's jsmith@email.com.,Positive
"Okay, I'll try that. But I'm not sure how to reset my password.",Neutral
"Okay, I've done that.",Neutral
"Okay, I've got it. But what if I don't get the reset email?",Neutral
"Ah, yes! It was in my spam folder. I've reset my password, but I'm still having trouble logging in.",Negative
Okay... Yes! I'm in! Thank you so much for your help!,Neutral
"No, that's all. Thank you again!",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I'm looking for a dermatologist. I've been having some skin issues and I'd like to get it checked out.,Neutral
"I'm pretty flexible, but I was thinking maybe Wednesday or Thursday of this week?",Neutral
That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties?,Positive
"Okay, I think I'd like to see Dr. Smith. Can you schedule the appointment for me for Wednesday at 2 PM?",Neutral
"No, that's all. Thank you so much for your help!",Positive
"Thank you, you too!",Positive
"No, I think that's all.",Negative
"Thanks, bye!",Positive
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is March 12, 1985, and I need pre-authorization for a knee surgery.",Positive
"My doctor's name is Dr. Smith, and the procedure code is XYZ123.",Positive
"Sure, thank you.",Positive
My phone number is 555-1234 and my email is emilywilson@email.com.,Positive
"That's great, thank you so much for your help!",Positive
"No, that's all. Thank you again for your help.",Negative
"You too, thank you. Bye.",Positive
"Yes, I received it. Thank you for checking in.",Positive
"Thank you, you too. Bye.",Positive
"Okay, got it. Thank you for letting me know.",Neutral
"No, that's all. Thank you again for your help.",Negative
"You too, thank you. Bye.",Positive
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It's August 12, 1985.",Negative
"The procedure code is 99213 and the date of service is scheduled for next Monday, March 21st.",Negative
The diagnosis code is 250.00 and the provider's name is Dr. Smith.,Negative
"Sure, I'll hold.",Neutral
"Okay, I was aware of that. But I was told by my doctor's office that the procedure would be covered.",Neutral
That's frustrating. Can you tell me how much the deductible is and how much the procedure will cost?,Negative
"Okay, I see. Well, can I get a pre-authorization for the amount that you will cover?",Neutral
"Okay, that sounds good. Can you send me the letter via email?",Neutral
"Okay, I understand. Thank you for your help.",Neutral
"No, that's all. Thank you.",Negative
You too. Bye.,Positive
"Hi, I'm calling to get a case pre-authorized for a procedure I'm scheduled to have next week. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is March 12, 1985, and I'm scheduled to have a hysterectomy on March 20th.",Negative
Sure. I've been experiencing some issues with heavy bleeding and my doctor thinks it's best to remove my uterus to alleviate the symptoms.,Neutral
My doctor's name is Dr. Smith and the procedure will be performed at Mercy Hospital.,Positive
"Sure, I'll hold.",Neutral
"Okay, that sounds good. How long will that take?",Neutral
"Okay, I understand. Can you please provide me with a case number so I can follow up on the status of my request?",Neutral
"Okay, thank you. Is there anything else I need to do in the meantime?",Neutral
"Okay, thank you for your help. I appreciate it.",Neutral
Thank you.,Positive
You too. Bye.,Positive
"Hi, I'm calling about my recent copay for a service I received. I was charged $50, but I thought it was supposed to be $20 or maybe even no copay at all.",Negative
It's MEM123456.,Neutral
"It was on January 10th, and it was for a routine check-up with my primary care physician.",Negative
"Okay, that sounds good. I appreciate you looking into it.",Neutral
"That makes sense. So, what can be done to fix this?",Neutral
"Okay, that sounds good. How long will it take to resolve this?",Neutral
"Alright, that sounds good. Thank you for your help.",Positive
"Sounds good, thank you.",Positive
"No, that's all. Thanks again.",Negative
"Hi, I'm calling about my recent bill for the doctor's visit I had last week. I was charged a copay of $50, but I thought my policy said it was supposed to be $20.",Negative
It's MEM123456.,Neutral
It was a routine check-up with my primary care physician on January 10th.,Negative
"Okay, that sounds good. I just want to make sure I'm not being overcharged.",Neutral
"Oh, great! Thank you so much for looking into that for me.",Positive
"That sounds wonderful, thank you so much for your help.",Positive
"No, that's all. Thank you again for your help.",Negative
"You too, bye.",Positive
"Yes, I did receive the refund and everything looks good. Thank you again for your help.",Positive
"Will do, thanks again.",Positive
"You too, bye.",Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral
I'm looking for a dermatologist. I've been having some skin issues and I'd like to get it checked out.,Neutral
"That's great, thank you! I think I'd like to schedule with Dr. Johnson on Friday at 10 AM.",Positive
"Yes, that would be great, thank you.",Positive
"No, that's all. Thank you so much for your help. You've been very helpful and efficient.",Positive
"Thank you, you too! Bye!",Positive
"Hi, I'm having trouble registering and logging in to my online service account. Can you help me?",Negative
My member ID is MEM123456.,Positive
"When I try to log in, it says my username and password are incorrect. I've tried resetting my password, but it still doesn't work.",Negative
"Yeah, sure.",Neutral
"Oh, I didn't realize that. How do I complete the registration process?",Negative
It's jsmith@email.com.,Positive
"Okay, I've checked my email and clicked on the link. What's next?",Neutral
"Yeah, let me try. (pause) Yes, I'm in. Thank you so much for your help!",Positive
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM456123.",Negative
"It's March 12, 1985.",Positive
I need to have an MRI scan done for my knee. I've been experiencing some pain and my doctor recommends I get it checked out.,Positive
My doctor's name is Dr. Smith and the facility is Mercy Hospital.,Positive
"It's scheduled for next Wednesday, the 15th.",Neutral
"Great, thank you so much! I appreciate your help.",Positive
"No, that's all. Thank you again.",Negative
"You too, bye.",Positive
"Hi, I'm calling about a denied claim I received recently. My name is Emily Wilson and my member ID is MEM123456.",Negative
"Yes, of course. I had a medical procedure done and I submitted a claim for it, but it was denied because the policy doesn't cover that service. However, I had switched to a new policy a few months ago and I'm pretty sure that this new policy does cover that service.",Neutral
"Yes, my new policy is effective from January 1st of this year.",Positive
"That makes sense, I guess. So what can be done to resolve this?",Neutral
"Okay, that sounds great. How long will that take?",Neutral
"That's great, thank you so much for your help!",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It's March 12, 1985.",Positive
I'm looking to get a knee replacement surgery. My doctor has recommended it and I'd like to get it pre-authorized before scheduling the surgery.,Positive
My doctor's name is Dr. Smith and the hospital is Mercy General Hospital.,Positive
"Okay, that's fine. Can you please let me know what the estimated out-of-pocket costs are?",Neutral
"Okay, that sounds reasonable. What's the next step in the pre-authorization process?",Neutral
"Okay, that sounds good. How long will it take to get a final decision?",Neutral
"Okay, that sounds good. Is there anything else I need to do in the meantime?",Neutral
"Okay, thank you for your help.",Neutral
"Hi, I'm back on the line. I just wanted to confirm that you've processed my pre-authorization request.",Negative
"Okay, that's great. Is there anything else I can provide to help expedite the process?",Neutral
"Okay, thank you.",Neutral
"Hi, I'm back on the line again. I just wanted to check on the status of my pre-authorization request.",Negative
"Okay, that sounds good. When can I expect to hear back from you?",Neutral
"Okay, thank you for your help.",Neutral
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I thought it was supposed to be $20 or maybe even no copay at all.",Negative
My member ID is MEM123456.,Positive
"Sure, thank you.",Positive
"It was on January 10th, and the doctor's office was Smith Family Medicine.",Negative
"Okay, thank you.",Neutral
"No, that's all. Thank you for your help.",Negative
"Yes, it's the same number I'm calling from now.",Negative
Thank you.,Positive
You too.,Positive
Bye.,Positive
"Hi, I'm calling to request a pre-authorization for a case. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It's February 12th, 1985.",Negative
I'm scheduled to have a knee replacement surgery next month and I need to get pre-authorization for it.,Neutral
My doctor's name is Dr. Smith and the facility is Mercy Hospital.,Positive
"Sure, thank you.",Positive
"Okay, that's fine. How much is the deductible?",Neutral
"That sounds great, thank you so much!",Positive
"Great, thank you again for your help!",Positive
"No, that's all. Thank you again!",Negative
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson, and my member ID is MEM456789.",Negative
It's 02/12/1985.,Negative
I need to get approval for an MRI scan for my knee. I've been experiencing some pain and my doctor recommends I get an MRI to determine the cause.,Positive
"My doctor's name is Dr. Smith, and the MRI is scheduled at Mercy Hospital.",Positive
"Okay, sure.",Neutral
"My address is 123 Main St, Anytown, USA 12345.",Positive
"Okay, how long will that take?",Neutral
"Okay, thank you. Is there anything else I need to do in the meantime?",Neutral
"Okay, thank you.",Neutral
"You too, bye.",Positive
"Hi, I'm calling to get a case pre-authorized for a procedure I need to have done. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"It's March 12, 1985.",Positive
"Yes, I'm scheduled to have a knee arthroscopy with Dr. Smith at Mercy Hospital on April 15th. I've already had an MRI and the doctor says I need to have the procedure to repair a torn meniscus.",Negative
"My phone number is 555-123-4567 and my address is 123 Main Street, Anytown, USA 12345.",Positive
"Sure, go ahead.",Positive
"Okay, that's what I expected. Can you tell me how much the deductible is and how much I'll be responsible for paying out of pocket?",Neutral
"Okay, that sounds about right. Can you please go ahead and pre-authorize the case for me?",Neutral
